shift_id,category,note
S100266,client_requested,klient het ekstra ure gevra vir stocktake
S106166,staff_leave_covering,"double duty today, Fourie on family responsibility leave"
S107510,relief_no_show,"covering Mahlangu post, no show no call"
S106069,equipment_failure,"gate motor failed, manned it by hand till 0h600"
S107921,client_requested,extra hours approved by client for the event setup
S100277,late_handover,shift handover delayed by 20 min
S100712,staff_leave_covering,adams off sick. again. covered.
S104567,no_signal,as per normal
S100797,no_signal,ok
S108503,no_signal,sharp
S106863,no_signal,no issues on site
S105139,relief_no_show,Next shift guard did not pitch. Had to cover.
S108280,relief_no_show,stood in for sibiya
S109124,client_requested,Clieent requested deep clean before the audit - approved
S106093,relief_no_show,"waited for relief, nobody came through"
S106268,no_signal,as per normal
S105124,relief_no_show,double shift because relief never pitched
S102948,relief_no_show,"relief only arrived six, stayed until then.."
S101081,no_signal,nothing to report
S105625,client_requested,"additional cover requested by site manager, signed off"
S104037,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S105960,relief_no_show,"radebe absent, took her rounds as well"
S100537,staff_leave_covering,Covering for Mavuso - booked off sick..
S109200,no_signal,ntr
S102385,relief_no_show,stood in for Naidoo
S101042,relief_no_show,"uNdlovu akezanga namhlanje, ngimele yean"
S108254,relief_no_show,Covering for Fourie - booked off siick
S106011,client_requested,"extra patrol per client email, approved by office"
S101573,relief_no_show,"uNkosi akezanga namhlanje, ngimele yeena"
S105696,relief_no_show,"uNkosi akezanga namhlanje, ngimele yena"
S103370,relief_no_show,"coovering Baloyi post, no show no call"
S100181,relief_no_show,"still on sitee, relief was suppose to come 6am"
S108268,staff_leave_covering,Radebe off sikc. again. cvered..
S105572,no_signal,fine
S103808,relief_no_show,"coverign Mavuso post, no show no call"
S101817,relief_no_show,double shift because relief never pitched
S108371,no_signal,.
S108540,relief_no_show,"next shift akafikanga, ngihlale kuze kube 06h00"
S106935,client_requested,"stocktake ran over, client asked us to remain, they knnow they pay for it"
S109156,equipment_failure,"generator fault, stayed to monitor"
S100726,equipment_failure,"gate motor failed, manned it by hand till six"
S103382,relief_no_show,"waited for relief, nobody came through"
S102640,equipment_failure,"machine dowwn aggn, took twice as long"
S103033,relief_no_show,"aflos het nie opgedaag nie, moes aanbly"
S109286,client_requested,"client wanted extra man on the gate for the event, approved"
S103604,relief_no_show,stood in for Mokoena
S100052,client_requested,Client requested deep clean before the audit - approved
S107154,no_signal,sharp
S107291,client_requested,extra hrs approved by client for the event setup
S106495,client_requested,"client wanted extra man on the gate for the event, approved.."
S105669,no_signal,
S106182,no_signal,all quiet
S103440,equipment_failure,"generator fault, stayed to monitor.."
S100516,staff_leave_covering,"double duy today, adams on family responsibility leave"
S105883,no_signal,-
S100363,equipment_failure,"generator fault, stayed to monitor.."
S106025,client_requested,"client says stay till six, dont know if office approved"
S103703,relief_no_show,doouble shift bc relief never pitched
S103757,client_requested,centre manager requested additional cover for stocktake
S101612,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102247,late_handover,"waited 20 min for handover, OB book not signed"
S109254,client_requested,"client says stay till six, dont know if office approved.."
S101501,late_handover,"late handover, waiting on paperwork"
S107309,no_signal,no incidents
S102584,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S100200,relief_no_show,"no replacement sent, ngicela sort this out"
S103476,equipment_failure,"SCRUBBER BROKE DOWN, HAD TO DO THE FLOOR MANUALLY"
S108439,equipment_failure,"lift out of order, everything carried up stairs, took lng"
S108057,staff_leave_covering,"double duty today, Sithole on family responsibility leave !"
S108088,equipment_failure,"masjien is stkkend, alles met die hand geddoen"
S103864,no_signal,ok
S101330,no_signal,akukho lutho
S108094,equipment_failure,"lift out of orde,r everything carried up stairs, took long"
S108510,no_signal,ok
S101480,relief_no_show,stood in for Dlamini
S109289,relief_no_show,client signed for the extra hrs but real reason is relief no show agn
S102835,relief_no_show,"relef only arrived 6am, stayed until then.."
S108064,staff_leave_covering,baloyi off sick. agn. covered.
S100548,relief_no_show,stood in for fourie
S105079,relief_no_show,"control room says relief coming, nobody came"
S107135,client_requested,Centre mgr requested additional cover for stocktake
S104344,relief_no_show,"Jacobs absent, took her rounds as well"
S101630,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S103170,no_signal,fine
S101566,no_signal,sharp
S102828,no_signal,akukho lutho
S107529,staff_leave_covering,"worked through, Zulu at the clinic"
S107515,no_signal,akukho lutho
S108864,relief_no_show,"aflos het nie opgedaag nie, moes aanbly"
S108457,late_handover,shitf handover delayed by 25 min
S106995,staff_leave_covering,"double duty today, Adams on family responsibility leave"
S104151,late_handover,"handover late again, keys missing"
S103790,staff_leave_covering,"worked through, dlamini at the clinic"
S101197,no_signal,ntr
S101718,no_signal,fine
S101587,late_handover,"late handover, waitng on paperwork"
S107156,relief_no_show,"usithole akezanga namhlanje, ngimeel yena"
S101092,no_signal,no issues on site
S106356,staff_leave_covering,"worked through, Sithole at the clinic"
S102632,relief_no_show,"uMahlangu akezanga namhlanje, ngimele yena.."
S107359,client_requested,"additional cover requested by site manager, signed off"
S102118,no_signal,all quiet
S108650,staff_leave_covering,"double duty today, Hendricks on family responsibility leave"
S105655,late_handover,"handover late agn, keys missing"
S107623,client_requested,Centre manager requested additional cover for stocktake
S108743,staff_leave_covering,"worked through, Mokoena at the clinic"
S100665,relief_no_show,"Molefe absent, took her rounds as well"
S103435,staff_leave_covering,"gedek vir Wyk, siek gemeld"
S106108,relief_no_show,RELIEF NO SHOW AGAIN
S105842,relief_no_show,"relief never arrived, stayed on till six"
S106086,client_requested,"extra patrol per client email, approved by office !"
S104859,client_requested,"extra patrol per client email, approved by office"
S107212,no_signal,
S103756,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104304,relief_no_show,double shift because relief never pitched
S100332,relief_no_show,"covering Zulu post, no show no call"
S102371,staff_leave_covering,Khumalo off sick. again. covered.
S107991,relief_no_show,Covered for Ndlovu agn - 3rd time this month
S100302,client_requested,client requested deep clean before the audit - approved
S102062,staff_leave_covering,"double duty today, Pillay on family responsibility leave"
S107810,late_handover,"oorhandiging was laat, gewag vir sleutels"
S106116,staff_leave_covering,"gedek vir Zulu, siek gemeld.."
S104043,late_handover,"waited 25 min for handover, OB book not signed"
S104333,relief_no_show,Next shift guard did not pitch. Had to cover.
S104906,equipment_failure,"machine down agn, took twice as long"
S105451,no_signal,all quiet
S108872,late_handover,"late handover, waiting on paperwork"
S108027,client_requested,klient het ekstra ure gevra vir stocktake
S107476,staff_leave_covering,"worked through, Sibiya at the clinic"
S102766,no_signal,.
S103672,no_signal,no issues on site
S105472,no_signal,-
S107747,equipment_failure,"machine down agn, took twice as long"
S107208,late_handover,shift handover delayed by 30 min !
S107555,late_handover,SHIFT HANDOVER DELAYED BY 40 MIN
S100891,relief_no_show,no relief. stayed. someone must please srt the roster
S106282,client_requested,"CLIENT ASKED US TO STAY FOR THE DELIVERY, OK'D BY CENTRE MGMT"
S102843,no_signal,as per normal
S109339,relief_no_show,double shift beacuse relief never pitched
S104674,no_signal,quiet shift
S102694,no_signal,ok
S101629,client_requested,Cetre manager requested additional cover for stocktake
S109086,no_signal,nothing to report
S108692,client_requested,klient het ekstra ure gevra vir stocktake
S107462,late_handover,"handover late again, keys missing"
S106103,relief_no_show,covered for molefe again - 3rd time this month
S105103,no_signal,-
S106879,relief_no_show,"uMavuso akezana namhlanje, ngimele yean"
S104654,late_handover,"handover late again, keys missing"
S101764,client_requested,"STOCKTAKE RAN OVER, CLIENT ASKD US TO REMAIN, THEY KNOW THEY PAY FOR IT.."
S100498,client_requested,"stocktake ran over, client asked us to remain, they know tehy pay for it"
S102011,no_signal,all good
S103449,client_requested,"client asked us to stay for the deliverry, ok'd by centre mgmt.."
S105682,no_signal,all quiet
S106607,staff_leave_covering,"wroked through, Mabaso at the clinic"
S102744,client_requested,Client requested deep clean before the audit - approved !
S103824,no_signal,nothing to report
S107616,no_signal,-
S106424,staff_leave_covering,covering for molefe - booked off sick
S106137,late_handover,"waited 45 min for handover, ob book not signed"
S102719,equipment_failure,"machine down agn, took twice as long"
S101504,relief_no_show,"took Sithole shift as well, 2 posts 1 guard"
S102874,relief_no_show,"Ngcobo didnt come in, covered the post"
S105098,client_requested,"requessted by centre management for load in, signed off"
S105180,relief_no_show,"took Baloyi shift as well, 2 posts 1 guard"
S107046,late_handover,"waited 40 min for handover, OB book not signed"
S102676,staff_leave_covering,"worked through, motaung at the clinic !"
S105322,client_requested,extra hours approved by client for the event setup
S107350,client_requested,Centre manager requested additional cover for stocktake
S107707,relief_no_show,no relief. stayed. someone must pls sort the roster
S106277,relief_no_show,"Fourie didnt come in, covered the post"
S108049,client_requested,"client wanted extra man on the gate for the event, approved"
S101735,no_signal,as per normal
S103842,relief_no_show,"took Radebe shift as well, 2 posts 1 guard"
S100398,staff_leave_covering,"double duty today, adams on family responsibility leave"
S100319,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S108777,no_signal,no incidents
S106576,relief_no_show,"control room says relief coming, nobody came"
S108538,no_signal,nothing to report
S106370,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S107336,client_requested,"client wanted extra man on the gate for the event, approved"
S106801,relief_no_show,"took Sibiya shift as well, 2 posts 1 gurad !"
S100331,late_handover,"late handover, waitting on paperwork.."
S101887,client_requested,extra hrs approved by client for the event setup..
S100525,client_requested,"requested by centre management for load in, signed off"
S102246,relief_no_show,"next shift akafikanga, ngihlale kuze kube six"
S108330,no_signal,ok
S105314,relief_no_show,"khumalo didnt comme in, covered the post"
S103111,client_requested,"requested by centre management for load in, signed off"
S106974,relief_no_show,covering for wyk - booked off sck
S102866,relief_no_show,"aflos het nie opgedaag nie, moes aanbly"
S101384,other_operational,stod in for Sithole
S106096,relief_no_show,"ufourie akezanga namhlanje, ngimele yena"
S107944,client_requested,"requested by centre management for load in, signed off"
S101166,client_requested,klient het ekstra ure gevra vir stocktake
S104424,no_signal,all quiet
S102408,late_handover,"wated 40 min for handover, OB book not signed"
S106818,no_signal,.
S107060,relief_no_show,Covered for Botha again - 3rd time this month..
S100307,client_requested,"additional cover requested by site mgr, signed off"
S103057,no_signal,no incidents
S106569,staff_leave_covering,"gedek vir Mokoena, siek gemeld.."
S100134,late_handover,"waited 20 min for handover, OB book not signed"
S100649,client_requested,Client requested deep clean before the audit - approved
S102054,client_requested,kllient het ekstra ure gevra vir stocktake
S106281,relief_no_show,Covred for Mavuso again - 3rd time this month
S105582,equipment_failure,"generator fault, stayed to monitor"
S103702,relief_no_show,stood in for Mokoena
S100773,no_signal,as per normal
S103475,no_signal,all good
S101458,relief_no_show,"COVERING MAHLANGU POST, NO SHOW NO CALL"
S108745,late_handover,"late handover, waiting on paperwork"
S108265,relief_no_show,no relief. stayed. someone mut please sort the roster
S107404,no_signal,n/a
S107077,relief_no_show,stood in for Sibiya
S105755,equipment_failure,"lift out of order, everything carried up stairs, took loong"
S106286,late_handover,"late handover, waiting on paperwork"
S106440,relief_no_show,"next shift akafikanga, ngihlale kuze kube six"
S102086,no_signal,all quiet
S103486,staff_leave_covering,"worked through, Wyk at the clinic"
S103158,late_handover,"waited 25 min for handover, OB book not signed"
S102971,client_requested,extra hours approved by client for the event setup
S101051,no_signal,fine
S105647,client_requested,Client asked for extra patrol after the break-in Tuesday
S101820,relief_no_show,"covering Ngcobo post, no show no call"
S101768,equipment_failure,"generator fault, stayed to monitor"
S106091,staff_leave_covering,"worked through, mavuso at the clinic"
S105295,no_signal,n/a
S107709,relief_no_show,no relief. stayed. someone must please sort the roster
S107617,late_handover,"handover lae again, keys missing"
S103039,late_handover,"waited 50 min for handover, OB book not signed"
S101609,relief_no_show,"covering Cele post, no show no call"
S109137,client_requested,extra hours approved by client for the event setup
S105287,no_signal,as per normal
S105958,no_signal,quiet shift
S109346,no_signal,all good
S108892,staff_leave_covering,"worked through, Sibiya at the clinic"
S107950,late_handover,"handover late again, keys missiing"
S108035,client_requested,"client wanted extra man on the gate for the event, approved"
S102930,client_requested,"additional cover requested by site manager, signed off"
S107017,no_signal,niks om te rapporteer nie
S101524,relief_no_show,"control room says relief coming, nobody camme"
S106728,relief_no_show,"nexxt shift akafikanga, ngihlale kuze kube 06h00"
S106394,client_requested,klient het ekstrra ure gevra vir stocktake
S104415,relief_no_show,Covered for Mthembu agn - 3rd time this month
S103765,client_requested,"extra patrol per client email, approved by office"
S100558,client_requested,"requested by centre management for load in, signed off"
S103614,client_requested,"additional cover requested by site manager, signed off"
S105922,relief_no_show,Covered for Wyk again - 3rd time this month..
S106407,staff_leave_covering,Naidoo off sick. again. covered.
S101313,no_signal,sharp
S106100,late_handover,"waited 50 min for handover, ob book not signed"
S101614,relief_no_show,"aflos het nie opgedaag ne, moes aanbly"
S105641,staff_leave_covering,"double dutty today, molefe on fmaily responsibility leave.."
S104433,equipment_failure,"lift out of order, everything carried up stairs, took long"
S100057,no_signal,sharp
S101497,no_signal,n/a
S105204,equipment_failure,"buffer machine kaput, did the floor by hand"
S108450,client_requested,"extra patrol per client email, approved by office"
S105609,client_requested,Client asked for extra patrol after the break-in Tuesday
S100795,no_signal,-
S104407,relief_no_show,"relief only arrived 0600, stayed until then"
S105854,no_signal,ntr
S107175,no_signal,no incidents
S107368,client_requested,"client says sttay till six, dont know if office approved"
S101748,client_requested,Centre manager requested additional cover for stocktake
S104326,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S108683,client_requested,"additional cover requested by site manager, signed off"
S105737,no_signal,fine
S109177,no_signal,ok
S107873,staff_leave_covering,Sibiya off sick. agn. covered.
S100114,late_handover,"waited 25 min for handover, ob book not signed"
S103831,relief_no_show,"uWyk akezanga namhlanje, ngimele yena"
S102079,no_signal,all good
S104665,client_requested,Client asekd for extra patrol after the break-in Tuesday
S105651,late_handover,"oorhandiging was lata, gewag vir sleutels"
S100389,equipment_failure,"masjien is stukkedn, alles met die hand gedoen.."
S107711,late_handover,SHIFT HANDOVER DELAYED BY 40 MIN
S108496,no_signal,no incidents
S106753,relief_no_show,"took botha shift as well, 2 posts 1 guard"
S103779,relief_no_show,"control room says relief coming, nobody came"
S105658,client_requested,Client requested deep clean befre the audit - approved
S106880,client_requested,"extra patrol per client email, approved by ofice"
S100276,late_handover,"late handover, waiting on paperwork"
S106220,client_requested,Client requested deep clean before the audit - approved
S107418,no_signal,all quiet
S104901,equipment_failure,"generator fault, stayed to monitor"
S107297,relief_no_show,double shift because relief never pitched
S108899,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S102709,no_signal,-
S107372,relief_no_show,"uNgcobo akezanga namhlanje, ngimele ynea"
S109370,relief_no_show,"still on site, relief was suppose to come 06:00"
S109272,equipment_failure,"generator fault, stayed to monitor"
S103799,relief_no_show,"relief never arrived, stayed on till 06h00"
S104108,relief_no_show,next shift guard did not pitch. had to cover..
S102977,staff_leave_covering,"gedek vir Mthembu, siek gemeld !"
S103868,client_requested,"requested by centre management for load in, signed off"
S107802,no_signal,.
S104312,no_signal,.
S107243,staff_leave_covering,"worked through, Sibiya at the clinic"
S100325,client_requested,klient het ekstra ure gevra vir stocktake
S101773,client_requested,"client says stay till 06h00, dont know if office approved"
S108846,late_handover,"handover late agn, keys missing"
S101203,staff_leave_covering,"gedek vir Mthembu, siek gemeld"
S106597,client_requested,"client says stay till 06h00, dont know if office approved"
S101888,relief_no_show,no relief. stayed. someone mut please sort the roster..
S107461,relief_no_show,"aflos het nie opgedaag nie, moes aanly"
S106344,relief_no_show,"umaluleke akezanga namhlanje, ngimele yeena"
S109397,no_signal,fine
S105504,client_requested,"client asked us to stay for the delivery, ok'd by centre mgmt"
S102288,client_requested,extra hrs approved by client for the event setup
S104628,staff_leave_covering,Covering for Adams - booked off sick
S106519,relief_no_show,no relief. stayed. someone must please sort the roster
S104644,no_signal,niks om te rapporteer nie
S100172,relief_no_show,"uSibiya akezanga namhlanje, ngimele yena"
S108096,relief_no_show,RELIEF NO SHOW AGAIN
S103599,late_handover,shift handover deelayed by 40 min !
S108176,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S105643,late_handover,"handover late again, keys missing"
S101740,client_requested,extra hrs approved by client for the event setup
S102995,no_signal,as per normal
S104319,relief_no_show,"Tshabalala absent, took her rounds as well"
S106228,client_requested,"extra patrol per client email, approved by office"
S107960,relief_no_show,"covering Naidoo post, no show no call"
S104406,late_handover,"oorhandiging was laat, gewag vir sleutels"
S103004,client_requested,"requested by centre managemennt for load in, signed off !"
S104421,equipment_failure,"scrubber broke down, had to do the floor manually"
S103392,relief_no_show,"next shift akafikanga, ngihlale kuze kube 6.."
S101089,equipment_failure,"masjien is stukkend, ales met die hand gedoen !"
S107862,equipment_failure,"lift out of order, everything carried up stairs, took long"
S100345,relief_no_show,"uMahlangu akezanga namhlanje, ngimele yena"
S106623,staff_leave_covering,"double duty today, Hendricks on family responsibility leave"
S108674,client_requested,"client says stay till 0600, dont know if office approved"
S108192,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S104689,relief_no_show,"Maluleke didnt come in, covered the post"
S104878,staff_leave_covering,"double duty today, Jacobs on family responsibility leae.."
S108196,client_requested,"client wanted extra man on the gate for the event, approved !"
S107497,staff_leave_covering,"double duty today, Motaung on family responsibility leave"
S103401,relief_no_show,no relief. stayed. someone must please sort the roster
S100710,relief_no_show,"no replacment sent, ngicela sort this out"
S105319,staff_leave_covering,"double duty today, Sibiya on family responsibility leave"
S103592,relief_no_show,"relief only arrived sxi, stayed until then.."
S108446,client_requested,kliennt het ekstra ure gevra vir stocktake
S107986,client_requested,"extra patrol per client email, approved by office"
S106383,relief_no_show,"ungcobo akezanga namhlanje, ngimele yena"
S109100,client_requested,"client wanted extra man on the gate for the event, approved"
S104885,late_handover,"late handover, waiting on paperwork !"
S103044,relief_no_show,double shift bc relief never pitched
S105817,no_signal,ok
S103443,equipment_failure,"lift out of order, everything carried up stairs, took long"
S105267,equipment_failure,"bfufer machine kaput, did the floor by hand"
S106432,late_handover,"oorhandiging was laat, gewag vir sleutels"
S107698,relief_no_show,"no replacement sent, ngicela sort this out"
S106374,client_requested,Centre mgr requested additional cvoer for stocktake
S107985,relief_no_show,stood in for zulu
S105143,equipment_failure,"lift out of order, everything caried up stairs, took long"
S105302,staff_leave_covering,"double duty today, Fourie on famiy responsibility leave"
S101859,client_requested,klient het ekstra ure gevra vir stocktake
S100868,no_signal,ntr
S100269,relief_no_show,no relief. stayed. someone must please sort the roster
S108858,relief_no_show,"botha didnt come in, covered the post.."
S108494,client_requested,"client says stay till 6, dont kow if office approved"
S100283,late_handover,"oorhandiging was laat, gewag vir sleutles !"
S108586,late_handover,"handover latte again, keys missing"
S100771,relief_no_show,Covered for Fourie again - 3rd time this month..
S105780,no_signal,ntr
S104883,no_signal,ok
S107995,relief_no_show,stood in for mabaso
S106316,client_requested,extra hrs appproved by client for the event setup
S103446,equipment_failure,"generator fault, stayed to monitor"
S100535,equipment_failure,"generator falut, stayed to monitor"
S107049,equipment_failure,"lift out of order, everything carried up stairs, took long"
S102839,relief_no_show,"aflos het nie opgedaag nie, moes aanblly"
S103610,relief_no_show,no relief. stayed. someone must please sort the roster
S104382,no_signal,niks om te rapporteer nie
S108357,relief_no_show,"covering Ndlovu post, no show no call"
S103685,equipment_failure,"generator fault, stayd to monitor"
S106148,late_handover,"handover late again, keys missing"
S102498,no_signal,ntr
S107042,relief_no_show,"covering Molefe post, no show no call"
S104646,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it"
S101526,staff_leave_covering,"worked throuugh, September at the clinic"
S107967,relief_no_show,"waited for releif, nobody came through"
S107549,no_signal,
S105630,late_handover,shift handover delayed by 30 min
S105327,staff_leave_covering,Covering for Botha - booked off sick
S108130,client_requested,"additional cover requested by site mgr, signed off"
S106201,no_signal,-
S106899,relief_no_show,"uMokoena akezanga namhlanje, ngimele yena"
S107524,staff_leave_covering,"double duty today, Sibiya on family responsibility leave"
S103153,staff_leave_covering,"worked through, Sibiya at the clinic"
S104338,relief_no_show,"Nkosi didnt come in, covered the post"
S100724,client_requested,"client wanted extra man on the gate for the evvent, approved !"
S104648,no_signal,.
S104083,relief_no_show,"september absent, took her rounds as well"
S107344,late_handover,"handover late agn, keys missing"
S103612,late_handover,shift hadnover delayed by 30 min
S102378,client_requested,"client waned extra man on the gate for the event, approved"
S106888,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105165,relief_no_show,"aflos het nie opgedaga niie, moes anbly"
S105888,client_requested,klient het ekstra ure gevra vir stocktake..
S102710,relief_no_show,"tshabalala absent, took her rounds as well"
S106661,late_handover,"waited 30 min for handover, OB book not signed.."
S102302,staff_leave_covering,"gedek vir Adams, siek gemeld"
S107989,relief_no_show,"control room says relief comin, nobody came"
S105809,relief_no_show,"control room says relief coming, nobody came !"
S103143,relief_no_show,stood in for Baloyi
S102309,no_signal,all good
S107728,relief_no_show,stood in for Maluleke
S107898,relief_no_show,"relief only arrived 6am, stayed until then"
S106422,late_handover,"late handover, waiiting on paperwork"
S106283,client_requested,extra hrs approved by client for the event setup
S106415,equipment_failure,"masjien is stukkend, alles met die hand gedoen"
S106276,no_signal,nothing to report
S103020,staff_leave_covering,Botha off sick. agn. covered.
S108204,client_requested,klient het ekstra ure gevra vir stocktake
S101096,relief_no_show,"tok Botha shift as well, 2 posts 1 guard"
S105634,client_requested,"requested by centre management for load in, signed off"
S101833,relief_no_show,"uhendrciks akezanga namhlanje, ngimele yena.."
S108364,client_requested,"additional cover requested by site manager, signed off"
S103068,relief_no_show,"Wyk didnt coome in, covered the post"
S101059,staff_leave_covering,"WORKED THROUGH, SIBIYA AT THE CLINIC.."
S100360,equipment_failure,"gate motor failed, manned it by hand tilll 0600.."
S102441,staff_leave_covering,covering for maluleke - booked off sick
S105488,no_signal,akukho lutho
S107400,no_signal,all fine
S102824,relief_no_show,"control room says relief coming, nobody came"
S107235,no_signal,nothing to report
S106874,relief_no_show,"baloyi didnt come in, covered the post"
S106788,client_requested,"additional cover requested by site mgr, signed off"
S107521,relief_no_show,"relief only arrived 06:00, stayyed until then"
S107155,no_signal,quiet shift
S107308,no_signal,all good
S107072,relief_no_show,"still on site, relief was suppose to come six !"
S101898,relief_no_show,"Sibiya didnt come in, covered the post"
S104077,relief_no_show,"took Ngcobo shift as well, 2 posts 1 guard"
S102140,equipment_failure,"scrubber broke down, had to do the floor manually"
S106906,relief_no_show,next shift guard did not pitch. had to cover..
S106659,relief_no_show,"Wyk absent, took her rounds as well"
S108596,no_signal,all fine
S109349,no_signal,n/a
S104858,staff_leave_covering,Covering for Ngcobo - booked off sick
S100523,relief_no_show,relief no show AGAIN
S104204,relief_no_show,"covering molefe post, no show no call"
S103595,relief_no_show,"umolefe akezanga namhlanje, ngimele yena"
S108047,no_signal,all quiet
S109308,relief_no_show,"uZulu akezanga namhlanje, ngimele yena"
S105050,relief_no_show,stood in for Pillay..
S106433,client_requested,extra hrs approved by client for the event setup
S103585,relief_no_show,no relief. stayed. someone must pls sort the roster
S100972,no_signal,all quiet
S102704,no_signal,ntr
S105748,relief_no_show,"Mavuso didnt come in, covered the post.."
S109111,no_signal,
S102010,late_handover,shift hanndover delayed by 30 min
S105626,relief_no_show,"covering Mahlangu post, no show no call"
S101392,late_handover,"handover late again, keys missing"
S107771,no_signal,-
S104924,relief_no_show,"Naidoo absent, tok her roudns as well"
S100849,no_signal,no issues on site
S107541,no_signal,fine
S103960,relief_no_show,"no replacement sent, ngicela sort this out"
S102399,staff_leave_covering,"worked through, Molefe at the clinic"
S104498,client_requested,"requested by centre management for load in, signed off"
S100311,relief_no_show,no relief. stayed. someone must please sort the roster..
S107355,staff_leave_covering,Covering for Naidoo - booked off sick..
S105207,no_signal,sharp
S102913,no_signal,quiet shift
S104834,no_signal,n/a
S104231,late_handover,"oorhandiging was laat, gewag vir sleutels"
S104030,relief_no_show,"waited for relief, nobody came through"
S100774,client_requested,Centre manager requested additional cover for stocktake
S101839,no_signal,quiet shift
S102944,no_signal,n/a
S103411,client_requested,ceentre manager rqeuested additional cover for stocktake
S108179,relief_no_show,"Motaung didnt come in, covered the post"
S106154,late_handover,"waited 20 min for handover, ob book not signed !"
S106133,relief_no_show,stood in for Wyk
S103061,equipment_failure,"generator fault, stayed to monitor.."
S100584,relief_no_show,"still on site, reelief was suppose to come 06:00"
S101099,late_handover,"oorhandiging was laat, gewag vir sleutels"
S105363,relief_no_show,"uJacobs akezanga namhlanje, ngimele yena"
S103710,late_handover,shift handover delayed by 20 min
S108037,equipment_failure,"lift out of order, everything carried up stairs, took long"
S105002,client_requested,Clint requsted deep clean before the audit - approved
S100043,no_signal,nothing to report
S102847,client_requested,etxra hrs approved by client for the event setup
S106613,no_signal,sharp
S105431,relief_no_show,stood in for Nkosi
S107244,late_handover,"waited 25 min for handover, OB book not signed"
S107699,no_signal,no incidents
S106140,no_signal,sharp
S106965,client_requested,"requested by centre maangement for load in, signed off"
S108481,no_signal,ntr
S106021,client_requested,Client asked for extra patrol after the break-in Tuesdaay
S107465,no_signal,fine
S104653,equipment_failure,"buffer machine kaput, did the floor by hand"
S103535,no_signal,all quiet
S101987,no_signal,quiet shift
S108585,staff_leave_covering,"worked through, Adams at the clinic"
S108003,relief_no_show,"covering Hendrricks post, no show no call"
S108898,relief_no_show,"ujacobs akezanga namhlanje, ngimele yena"
S100600,staff_leave_covering,Covering for Mavuso - booked off sick
S102555,staff_leave_covering,"gedek vir molefe, siek gemeld.."
S104010,relief_no_show,"took Ndlovu shift as well, 2 psots 1 guard"
S103664,no_signal,.
S100894,client_requested,"cliennt says stay till 6, dont know if office approved.."
S109246,no_signal,fine
S103010,client_requested,Centre mgr requested additional cover for stocktake..
S102008,staff_leave_covering,"worked through, Naidoo at the clinic"
S106263,equipment_failure,"gate motor failed, manned it by hand till 06:00"
S100576,relief_no_show,Covered for Mokoena agn - 3rd time this month
S100488,no_signal,fine
S107977,late_handover,"late hanover, wating on paperwork"
S100274,no_signal,n/a
S103348,client_requested,Centre manager requested additional cover for stocktake
S103560,no_signal,all good
S103409,relief_no_show,covered for khumalo again - 3rd time this month
S108084,late_handover,"late handover, waiting on paperwork"
S102102,no_signal,as per normal
S102296,no_signal,n/a
S102234,no_signal,no incidents
S106403,relief_no_show,"took molefe shift as well, 2 posts 1 guard"
S102186,relief_no_show,relief no show AGAIN
S104964,client_requested,"client says stay till 06h00, dont know if office approved"
S105846,relief_no_show,"Cele absent, took her rounds as well"
S108065,relief_no_show,"Jacobs didnt come in, covered the post"
S107516,no_signal,
S105839,late_handover,"late handover, waiting on paperwork"
S105619,no_signal,sharp
S102607,client_requested,extra hours approved by client for the eent setup..
S101094,no_signal,.
S108677,client_requested,"stocktake ran over, client asked us to remain, they know they pay for it.."
S103485,no_signal,nothing to report
S102391,equipment_failure,"masjien is stukkend, alles met die hand gedoen.."
S106343,no_signal,ntr
S100444,no_signal,quiet shift
S103629,no_signal,quiet shift
S102490,no_signal,all fine
S107573,no_signal,-
S106955,staff_leave_covering,maluleke off sick. again. covered.
S102351,late_handover,"handover late again, keys missing"
S107970,relief_no_show,Covered for Fourie again - 3rd time this month
S102872,no_signal,.
S103390,staff_leave_covering,Mavuso off sick. again. covered.
S103663,relief_no_show,Next sift guuard did not pitch. Had to cover
S108607,no_signal,ok
S107110,staff_leave_covering,"double duty today, Maluleke on family responsibility leave"
S108272,relief_no_show,"aflos het nie opgedaag nie, moes aanbly.."
S101015,relief_no_show,"waited for relief, nobody caem throuhg"
S105970,equipment_failure,"generator fault, stayed to monitor"
S102398,no_signal,fine
S100890,relief_no_show,COVERED FOR FOURIE AGAIN - 3RD TIME THIS MONTH
S108525,no_signal,.
S101514,relief_no_show,"control room says relief coming, nobody came"
S103076,relief_no_show,"stlil on site, relief was suppose to comme 6am"
